url;name;sku;price;size;brand;description;images
https://us.shein.com/SHEIN-Unity-Batwing-Sleeve-Leopard-Top-p-12771288-cat-1733.html?mallCode=1;SHEIN Unity Batwing Sleeve Leopard Top; SKU: sS2012020030434191;$5.18;XS(2),S(4),M(6),L(8/10),XL(12);SHEIN Unity;[{'Color': 'Dark Green'}, {'Style': 'Elegant'}, {'Pattern Type': 'Leopard Print'}, {'Type': 'Top'}, {'Neckline': 'Round Neck'}, {'Sleeve Length': 'Cap Sleeve'}, {'Sleeve Type': 'Batwing Sleeve'}, {'Length': 'Regular'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '97% Polyester, 3% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}];['https://img.ltwebstatic.com/images3_pi/2023/01/16/1673835549a668bf075acbfb2d7f3e4a701cda1641_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/16/16738355397b2ee56040d2c7c589455a29f983ebd8_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/16/16738355425248b592e980d03beeaac023c06af08f_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/16/1673835546dd4c0d4113d39c3099e46bb65c7fabfb_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/16/1673835549a668bf075acbfb2d7f3e4a701cda1641_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/16/1673835549a668bf075acbfb2d7f3e4a701cda1641_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/16/16738355397b2ee56040d2c7c589455a29f983ebd8_thumbnail_600x.webp']
https://us.shein.com/1pc-Christmas-Candy-Cane-Pattern-Wall-Sticker-p-11811562-cat-2520.html?mallCode=1;1pc Christmas Candy Cane Pattern Wall Sticker; SKU: sh2210204792484456;$1.90;one-size;Sunnyxinchen Home & Living;[{'Room': 'Living Room, Bedroom, Dining Room, Home Office'}, {'Color': 'Red'}, {'Material': 'PVC'}, {'Product Benefits': 'Waterproof'}, {'Pattern Type': 'Christmas'}, {'Type': 'Wall Stickers'}];['https://img.ltwebstatic.com/images3_pi/2022/10/21/1666321629e169c84f298cf92637486a0e1a0c10fb_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/21/166632162467a4c204013ac2d13bb1b858766ca6e8_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/21/16663216251c4047a0444253117feafd0764ee45f6_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/21/16663216276001a6109d7a0129131b0501f532e084_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/09/20/166365217309470fbae11032f9ab12577716734183_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/21/1666321628e741c1623415c086e16c00759aed6c42_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/21/1666321629e169c84f298cf92637486a0e1a0c10fb_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/21/166632162467a4c204013ac2d13bb1b858766ca6e8_thumbnail_600x.webp']
https://us.shein.com/Scallop-Trim-Floral-Lace-Bralette-p-3020480-cat-2203.html?mallCode=1;Scallop Trim Floral Lace Bralette; SKU: sW20210617491777607;$3.99;S,M,L;;[{'Color': 'Burgundy'}, {'Pattern Type': 'Plain'}, {'Details': 'Scallop'}, {'Bra Type': 'Bralettes'}, {'Wires': 'Wireless'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Lace'}, {'Composition': '86% Polyamide, 14% Elastane'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Chest pad': 'Removable Padding'}];['https://img.ltwebstatic.com/images3_pi/2021/06/28/1624848269d7c7ae1a8fb26c27e34de06103dbae9f_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2021/07/14/1626252746dbcc190556c32eb4e3088f4098618ee5_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2021/06/28/162484827145d06086514e5175cbf3017c4eab372b_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2021/06/28/1624848273c3e3aed6409d5f3cc77f0ca0c5612c73_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2021/06/28/1624848275d7ed4b40a9fc5295c8610a2163e35799_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2021/06/28/1624848269d7c7ae1a8fb26c27e34de06103dbae9f_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2021/07/14/1626252746dbcc190556c32eb4e3088f4098618ee5_thumbnail_600x.webp']
https://us.shein.com/Eilly-Bazar-Off-Shoulder-Flounce-Sleeve-Layered-Hem-Mesh-Dress-p-10787029-cat-1727.html?mallCode=1;Eilly Bazar Off Shoulder Flounce Sleeve Layered Hem Mesh Dress; SKU: sw2203088116066622;$21.99;XS (2),S (4),M (6),L (8/10);Eilly Bazar;[{'Color': 'Baby Pink'}, {'Style': 'Boho'}, {'Pattern Type': 'Floral'}, {'Details': 'Ruffle, Tiered Layer, Frill, Zipper'}, {'Type': 'A Line'}, {'Neckline': 'Off the Shoulder'}, {'Sleeve Length': 'Long Sleeve'}, {'Sleeve Type': 'Flounce Sleeve'}, {'Waist Line': 'High Waist'}, {'Hem Shaped': 'Layered/Tiered'}, {'Length': 'Short'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Medium Stretch'}, {'Material': 'Mesh Fabric'}, {'Composition': '90% Polyamide, 10% Elastane'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Body': 'Lined'}, {'Sheer': 'No'}, {'Lining': '100% Polyester'}];['https://img.ltwebstatic.com/images3_pi/2022/07/18/1658109383560361b2ff156e2595f65a9be110d3c0_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/07/18/1658109379e9981cd3f2bef611a59c980ac8ecfcc5_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/07/18/1658109381b91e7e9ee31c18c7e752bf0e07c2b915_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/07/18/1658109383560361b2ff156e2595f65a9be110d3c0_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/07/18/1658109385321301eff346768732a7cd5ed7393eeb_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/07/18/16581093868c1527db07159941fd647c951e2336b1_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/07/18/1658109390ee7671594ab339b7cc2a1716b4ac9eed_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/07/18/1658109383560361b2ff156e2595f65a9be110d3c0_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/07/18/1658109379e9981cd3f2bef611a59c980ac8ecfcc5_thumbnail_600x.webp']
https://us.shein.com/Tropical-Print-Cut-Out-Drawstring-Side-Halter-Bikini-Swimsuit-p-12311726-cat-2194.html?mallCode=1;Tropical Print Cut Out Drawstring Side Halter Bikini Swimsuit; SKU: sw2211046859041896;$13.49;S (4),M (6),L (8/12),XL (14);;[{'Color': 'Multicolor'}, {'Pattern Type': 'Tropical'}, {'Details': 'Ring'}, {'Bottom Type': 'Shorts'}, {'Bra Type': 'Wireless Bra'}, {'Neckline': 'Halter'}, {'Number of Pieces': '2 Piece Set'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Chest pad': 'Removable Padding'}, {'Sheer': 'No'}, {'Bikini Tops Material': 'Knitted Fabric'}, {'Bikini Tops Composition': '80% Polyamide, 20% Elastane'}, {'Bikini Tops Body': 'Lined'}];['https://img.ltwebstatic.com/images3_pi/2022/11/30/166978683848f236080d45d1a62a54eea52d44b44f_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/11/30/166978683790d5c0bc6cc64ab32b0d530d8c37aa3a_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/11/30/166978683848f236080d45d1a62a54eea52d44b44f_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/11/30/1669786840a3489426987dd4d547c002e1310689e0_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/11/30/1669786841af952e329e94f31c5d5940b33daeb262_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/11/30/166978684212c307576ea7f0782d574599949ddd68_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/11/30/166978683848f236080d45d1a62a54eea52d44b44f_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/11/30/166978683790d5c0bc6cc64ab32b0d530d8c37aa3a_thumbnail_600x.webp']
https://us.shein.com/4pack-Rib-Crisscross-Triangle-Bra-Set-p-1124073-cat-2203.html?mallCode=1;4pack Rib Crisscross Triangle Bra Set; SKU: swbra04200416754;$13.49;S;;[{'Color': 'Multicolor'}, {'Pattern Type': 'Plain'}, {'Details': 'Criss Cross'}, {'Bra Type': 'Triangle'}, {'Wires': 'Wireless'}, {'Number of Pieces': '4 Piece Set'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Fabric'}, {'Composition': '90% Polyamide, 10% Elastane'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Chest pad': 'Non Removable Padding'}];['https://img.ltwebstatic.com/images3_pi/2020/04/17/1587085980e5ab8ac30f2ba3e1c102c0a5b4e050ea_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/04/17/158708596856f4af2a78ca5ab156d6c2f267efc400_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/04/17/1587085971fcb5341d36fc9556b04343f4ccdc091c_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/04/17/1587085974b5c705d4295b7abd0e25c8b21e252510_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/04/17/15870859774c925ec1d651267d2aa75102231201fe_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/04/17/1587085980e5ab8ac30f2ba3e1c102c0a5b4e050ea_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/04/17/158708596856f4af2a78ca5ab156d6c2f267efc400_thumbnail_600x.webp']
https://us.shein.com/Floral-Print-Ruffle-Trim-Bikini-Swimsuit-p-12445706-cat-1866.html?mallCode=1;Floral Print Ruffle Trim Bikini Swimsuit; SKU: sw2212067707398869;$10.49;S,M,L,XL;;[{'Color': 'Blue'}, {'Pattern Type': 'Floral'}, {'Details': 'Ruffle'}, {'Bottom Type': 'High Waist'}, {'Bra Type': 'Wireless Bra'}, {'Neckline': 'V neck'}, {'Number of Pieces': '2 Piece Set'}, {'Fabric': 'High Stretch'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Bikini Tops Material': 'Fabric'}, {'Bikini Tops Composition': '82% Nylon, 18% Elastane'}];['https://img.ltwebstatic.com/images3_pi/2022/12/12/1670816808c61cb4cc415abb468e403565ec600dec_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/12/167081680561eba146a4b576023fc51f10e5d98af9_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/12/16708168070539069437964662837350a9ecd00c85_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/12/1670816808c61cb4cc415abb468e403565ec600dec_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/12/1670816810f3f7521983a3a4d36a495a2fda48e543_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/12/16708168110bf616bad04e6ed05278410f887c1406_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/12/1670816813a5309a7de3f1cc8dffb5507c07e9dc0e_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/12/1670816808c61cb4cc415abb468e403565ec600dec_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/12/167081680561eba146a4b576023fc51f10e5d98af9_thumbnail_600x.webp']
https://us.shein.com/SHEIN-Unity-Plus-Drawstring-Ruched-Lantern-Sleeve-Bodysuit-p-11632149-cat-2019.html?mallCode=1;SHEIN Unity Plus Drawstring Ruched Lantern Sleeve Bodysuit; SKU: sf2209159632802716;$13.49;0XL (12),1XL (14),2XL (16),3XL (18),4XL (20);SHEIN Unity;[{'Color': 'White'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Details': 'Drawstring, Ruched'}, {'Neckline': 'Sweetheart'}, {'Sleeve Length': 'Long Sleeve'}, {'Sleeve Type': 'Bishop Sleeve'}, {'Type': 'Other'}, {'Fabric': 'Medium Stretch'}, {'Material': 'Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Sheer': 'Semi-Sheer'}];['https://img.ltwebstatic.com/images3_pi/2022/10/04/1664854758bd04754f4a6e3ab576f2fbdea740c03f_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/04/1664854758bd04754f4a6e3ab576f2fbdea740c03f_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/04/16648547502546c9174091a0dd4eb07b59b63728ff_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/04/1664854752a23d0982f806a92ee59b0218e812dc68_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/04/1664854754e560ec798b9771c0964c78fb4063797e_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/04/1664854756ab066c73c49d3dddd442a0253355d3d2_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/04/16648547492a04d019b1a74ed9e8f2f244097bf401_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/04/1664854758bd04754f4a6e3ab576f2fbdea740c03f_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/10/04/1664854758bd04754f4a6e3ab576f2fbdea740c03f_thumbnail_600x.webp']
https://us.shein.com/Lettuce-Trim-Textured-Dress-p-11310157-cat-1727.html?mallCode=1;Lettuce Trim Textured Dress; SKU: sw2208177743611163;$17.99;XS (2),S (4),M (6),L (8/10),XL (12);;[{'Color': 'Green'}, {'Style': 'Elegant'}, {'Pattern Type': 'Plain'}, {'Details': 'Ruffle, Asymmetrical, Lettuce Trim'}, {'Type': 'Fitted'}, {'Neckline': 'Stand Collar'}, {'Sleeve Length': 'Sleeveless'}, {'Waist Line': 'Natural'}, {'Hem Shaped': 'Asymmetrical'}, {'Length': 'Midi'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}];['https://img.ltwebstatic.com/images3_pi/2022/08/19/166089726702bcc288e915c471f7b6b1bf6ce1c7cc_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/08/19/1660897257c0eda158fffc8222efd8ba0d0ce8a438_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/08/19/16608972589ae547ba33e89fd0cbfb4d016026dd1b_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/08/19/166089726491b316f738ae7f6eed7a0e78c199a133_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/08/19/166089726536a8822d2280b1a2be08fa5f04e51131_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/08/19/166089726702bcc288e915c471f7b6b1bf6ce1c7cc_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/08/19/16608972699788530cf77fccc96664b8d165515e4c_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/08/19/166089726702bcc288e915c471f7b6b1bf6ce1c7cc_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/08/19/1660897257c0eda158fffc8222efd8ba0d0ce8a438_thumbnail_600x.webp']
https://us.shein.com/Geo-Print-Notched-Neck-Dress-p-12749458-cat-1727.html?mallCode=1;Geo Print Notched Neck Dress; SKU: sw2211268859371298;$11.49;S (4),M (6),L (8/10),XL (12);;[{'Color': 'Multicolor'}, {'Style': 'Boho'}, {'Pattern Type': 'Tribal'}, {'Type': 'A Line'}, {'Neckline': 'Notched'}, {'Sleeve Length': 'Sleeveless'}, {'Waist Line': 'High Waist'}, {'Hem Shaped': 'Flared'}, {'Length': 'Short'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}];['https://img.ltwebstatic.com/images3_pi/2023/01/12/1673511261698a04f42d58c8aa77f480c1529f4c40_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/12/1673511261698a04f42d58c8aa77f480c1529f4c40_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/12/167351126561448e31b767a992ccf8d16e5d83b3e2_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/12/16735112675439955797ec10509c4e445ed1adec7f_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/12/167351127038d5631a39d428027132142e7d46ff46_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/12/167351127378c54f435b62e65ad2953dbf82bf7e40_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/12/1673511276c4249f7f4af5e26f3dea7bf4ceb45ac5_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/12/1673511261698a04f42d58c8aa77f480c1529f4c40_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2023/01/12/1673511261698a04f42d58c8aa77f480c1529f4c40_thumbnail_600x.webp']
https://us.shein.com/MOTF-X-Brooks-Nader-PU-LEATHER-TWIST-MULES-p-1688496-cat-1751.html?mallCode=1;MOTF X Brooks Nader PU LEATHER TWIST MULES; SKU: swshoes03201007097;$25.99;EUR36 (US6),EUR37 (US6.5),EUR38 (US7.5),EUR39 (US8),EUR40 (US9),EUR41 (US9.5),EUR42 (US10.5);MOTF;[{'Type': 'Mules'}, {'Color': 'Black'}, {'Style': 'Elegant'}, {'Pattern Type': 'Plain'}, {'Toe': 'Open Toe'}, {'Size Fit': 'True To Size'}, {'Upper Material': 'PU Leather'}, {'Lining Material': 'PU Leather'}, {'Insole Material': 'PU Leather'}, {'Outsole Material': 'Rubber'}];['https://img.ltwebstatic.com/images3_pi/2021/05/07/162035431946d2c94187fbd20013f97de155e65fe8_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2021/05/07/16203543136f4804899d14915cda28e1738313c873_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2021/05/07/1620354315090bab60e616be053bce68df472d8d82_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2021/05/07/162035431689158dfaac819e419026dd50564bd4af_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2021/05/07/162035431946d2c94187fbd20013f97de155e65fe8_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2021/05/07/16203543136f4804899d14915cda28e1738313c873_thumbnail_600x.webp']
https://us.shein.com/Rhinestone-Butterfly-Decor-Bracelet-p-12607746-cat-1758.html?mallCode=1;Rhinestone Butterfly Decor Bracelet; SKU: sj2212258899249098;$4.30;one-size;Athenaa Jewelry & Watches;[{'Color': 'Silver'}, {'Material': 'Copper'}];['https://img.ltwebstatic.com/images3_pi/2022/12/26/1672020401a106a05d89e5b38dca21710e6976b172_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/26/1672020396901ca60c25cdcda2601a7d6e973ea29b_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/26/1672020400438a5507420b790abd0824adeea4a810_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/26/1672020401a106a05d89e5b38dca21710e6976b172_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/26/1672020396901ca60c25cdcda2601a7d6e973ea29b_thumbnail_600x.webp']
https://us.shein.com/Flounce-Sleeve-Shirred-Keyhole-Back-A-line-Dress-p-12437485-cat-1727.html?mallCode=1;Flounce Sleeve Shirred Keyhole Back A-line Dress; SKU: sw2210262355951436;$13.00;S (4),M (6),L (8/10),XL (12);;[{'Color': 'Hot Pink'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Details': 'Ruffle, Shirred'}, {'Type': 'A Line'}, {'Neckline': 'Stand Collar'}, {'Sleeve Length': 'Long Sleeve'}, {'Sleeve Type': 'Flounce Sleeve'}, {'Waist Line': 'High Waist'}, {'Hem Shaped': 'Flared'}, {'Length': 'Short'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Sheer': 'No'}];['https://img.ltwebstatic.com/images3_pi/2022/12/11/1670753126858fc15f3df5c7233336cae8bf729e14_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/11/1670753116a6084de00bedbc7aceda7d55900a3999_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/11/167075311870c54616d7620e0a4428f1be2390b870_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/11/1670753119263be62874a47d039cf6018660293156_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/11/167075312007ad678d48be138e6d521514f0967550_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/11/167075312439d254644d56c89f04adfe77434ce7d8_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/11/1670753126858fc15f3df5c7233336cae8bf729e14_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/11/1670753116a6084de00bedbc7aceda7d55900a3999_thumbnail_600x.webp']
https://us.shein.com/Nina-Bonheur-Floral-Embroidery-Mesh-Underwire-Garter-Teddy-Bodysuit-p-11793604-cat-1862.html?mallCode=1;Nina Bonheur Floral Embroidery Mesh Underwire Garter Teddy Bodysuit; SKU: si2209282814220020;$10.99;XS,S,M,L;Nina Bonheur;[{'Color': 'Baby Pink'}, {'Neckline': 'Spaghetti Strap'}, {'Type': 'Teddies'}, {'Pattern Type': 'Floral'}, {'Details': 'Embroidery, Cut Out'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Fabric'}, {'Composition': '90% Polyamide, 10% Elastane'}, {'Care Instructions': 'Machine wash, do not dry clean'}, {'Chest pad': 'No Padding'}];['https://img.ltwebstatic.com/images3_pi/2022/12/27/1672106324435abc3d44e033ddd2139d2b4d40eaa1_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/27/1672106318ace830a9a0bfeddd282c04fbc141347e_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/27/167210631967d13a5d2b988459b280c0a9299b5946_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/27/167210632113a7eb9841d975aa8b4c70c9253845d9_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/27/1672106322c8efc5648bbd77d3a2a7bc166c0ab6e2_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/27/1672106324435abc3d44e033ddd2139d2b4d40eaa1_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2022/12/27/1672106318ace830a9a0bfeddd282c04fbc141347e_thumbnail_600x.webp']
https://us.shein.com/SHEIN-Unity-Ruched-Self-Tie-Bodice-Crop-Top-p-1493403-cat-1738.html?mallCode=1;SHEIN Unity Ruched Self-Tie Bodice Crop Top; SKU: swtee07200810659;$7.99;XS (2),S (4),M (6),L (8/10),XL (12);SHEIN Unity;[{'Color': 'Baby Pink'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Neckline': 'Tie Neck'}, {'Details': 'Ruched Bust'}, {'Sleeve Length': 'Long Sleeve'}, {'Sleeve Type': 'Regular Sleeve'}, {'Length': 'Crop'}, {'Fit Type': 'Slim Fit'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Fabric'}, {'Composition': '94% Viscose, 6% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}];['https://img.ltwebstatic.com/images3_pi/2020/08/17/15976401997d415722e7ed7616ed5cd5dae62b92b0_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/08/17/1597640186c225d5a7b5f4267d794bbe9ee77609b3_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/08/17/15976401893ab8eb34876aa0e225a3c3d93bcf8e5b_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/08/17/1597640191ee000a40d1e326a2c6f2a0a8b820da35_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/08/17/1597640194a2f6b304a4ff052a7bd9c96e0412490f_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/08/17/159764019715ffc17bacbe6bde94130884d9af6118_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/08/17/15976401997d415722e7ed7616ed5cd5dae62b92b0_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/08/17/15976401997d415722e7ed7616ed5cd5dae62b92b0_thumbnail_600x.webp', 'https://img.ltwebstatic.com/images3_pi/2020/08/17/1597640186c225d5a7b5f4267d794bbe9ee77609b3_thumbnail_600x.webp']
